time,Elec_unit_cost_buy,Elec_unit_cost_sell,Flex_unit_cost_down_com,Flex_unit_cost_down_exec,Flex_unit_cost_up_com,Flex_unit_cost_up_exec
2019-01-03 17:45:00,0.065669998,0.065669998,0.0164174995,0.5,0.0164174995,0.5
2019-01-03 18:00:00,0.061509998,0.061509998,0.0153774995,0.5,0.0153774995,0.5
2019-01-03 18:15:00,0.061509998,0.061509998,0.0153774995,0.5,0.0153774995,0.5
2019-01-03 18:30:00,0.061509998,0.061509998,0.0153774995,0.5,0.0153774995,0.5
2019-01-03 18:45:00,0.061509998,0.061509998,0.0153774995,0.5,0.0153774995,0.5
2019-01-03 19:00:00,0.057599998,0.057599998,0.0143999995,0.5,0.0143999995,0.5
2019-01-03 19:15:00,0.057599998,0.057599998,0.0143999995,0.5,0.0143999995,0.5
2019-01-03 19:30:00,0.057599998,0.057599998,0.0143999995,0.5,0.0143999995,0.5
2019-01-03 19:45:00,0.057599998,0.057599998,0.0143999995,0.5,0.0143999995,0.5
2019-01-03 20:00:00,0.054439999,0.054439999,0.01360999975,0.5,0.01360999975,0.5
2019-01-03 20:15:00,0.054439999,0.054439999,0.01360999975,0.5,0.01360999975,0.5
2019-01-03 20:30:00,0.054439999,0.054439999,0.01360999975,0.5,0.01360999975,0.5
2019-01-03 20:45:00,0.054439999,0.054439999,0.01360999975,0.5,0.01360999975,0.5
2019-01-03 21:00:00,0.05209,0.05209,0.0130225,0.5,0.0130225,0.5
2019-01-03 21:15:00,0.05209,0.05209,0.0130225,0.5,0.0130225,0.5
2019-01-03 21:30:00,0.05209,0.05209,0.0130225,0.5,0.0130225,0.5
2019-01-03 21:45:00,0.05209,0.05209,0.0130225,0.5,0.0130225,0.5
2019-01-03 22:00:00,0.04998,0.04998,0.012495,0.5,0.012495,0.5
2019-01-03 22:15:00,0.04998,0.04998,0.012495,0.5,0.012495,0.5
2019-01-03 22:30:00,0.04998,0.04998,0.012495,0.5,0.012495,0.5
